"index, i","predictions, y"
1.0,1.8568010315571344
2.0,3.23163619762642
3.0,2.5802309683068145
4.0,2.6460614740987287
5.0,3.30376844569159
6.0,1.8438438629488736
8.0,2.637818715979567
9.0,2.2473920450427705
10.0,2.9283989913934043
11.0,3.5223016855734555
12.0,1.1845957426199967
13.0,3.5725314492681317
14.0,2.9585210211098927
15.0,2.1314836997754223
16.0,2.4346857285298773
17.0,3.0331782264589986
18.0,2.1358633202241974
19.0,3.1262222866633986
20.0,2.7429291480249223
21.0,2.579673781683511
22.0,1.9643954632068295
23.0,3.3188203736828887
24.0,2.4468706988566082
25.0,2.909775962448133
26.0,2.886505374352407
27.0,2.75798981010229
28.0,2.0439619837214456
29.0,1.8040116012148482
30.0,2.902488005852846
31.0,3.0832281233859975
32.0,1.6863006651253927
33.0,2.5541676391686075
34.0,2.6771391578943633
35.0,2.9229769812853323
36.0,2.957847187426229
37.0,2.651344714615109
38.0,2.6369757686829125
39.0,3.31486800213569
40.0,3.4322443124556328
41.0,2.276325938943126
42.0,3.227668574625998
44.0,2.6144696527289097
45.0,1.8772983731381458
46.0,1.0837419636953247
48.0,2.9844825148291374
49.0,1.9649839484389773
50.0,3.16692972522455
51.0,2.9678779996120435
52.0,2.451915332908241
55.0,2.231999083881652
56.0,3.233185710160284
57.0,2.773092564398207
58.0,3.289287535345802
59.0,2.372590916147846
60.0,2.966927348217965
61.0,3.3855344601016037
62.0,1.7441994601246757
63.0,1.625831921241445
65.0,3.713466601486412
66.0,1.7153764746205475
67.0,2.1919629984351996
68.0,3.481908564752205
69.0,2.4491638260624695
70.0,2.486594244222434
71.0,2.732838208718965
72.0,2.6190890806631355
73.0,2.492786348871277
74.0,3.6916470516544715
75.0,2.216831276800817
76.0,3.0918999314209143
77.0,2.842037450152806
78.0,3.7393627687512767
79.0,2.3185561913139727
80.0,1.4669732356533656
81.0,2.7314898624235626
82.0,3.2005399010667888
83.0,1.3757850896179362
84.0,2.6104298768685803
85.0,2.386760965617709
86.0,1.9054146483030623
87.0,2.5479814692714013
88.0,2.7052971868316202
89.0,2.680136195720249
90.0,2.196695729973287
91.0,2.014956772013053
92.0,2.8679572657417216
93.0,2.733210602750375
94.0,3.427164872334367
95.0,2.1559038955740197
96.0,3.816566761537641
97.0,3.620109717159038
98.0,3.173498758891953
99.0,3.0837202752000774
100.0,1.7485239760232658
101.0,2.121519294897155
102.0,3.4650455167622267
104.0,3.2702430900002497
105.0,2.601627545600165
106.0,2.6705385799483836
108.0,2.0646104600640127
110.0,3.2315959642863312
111.0,3.463695178884257
112.0,3.3610456773753734
113.0,2.2347770983627426
114.0,3.3807179364037925
115.0,1.4804090588686276
116.0,3.1469256448740057
117.0,2.948133123537864
118.0,2.2734118444823586
119.0,2.981147867588289
120.0,2.471736253691562
121.0,2.8226536939147584
122.0,2.1227796699254253
123.0,1.4904981806176443
124.0,2.9592203331647466
125.0,3.1813338030578833
126.0,1.6311701263419636
127.0,3.20805841217134
129.0,2.1107464258788395
130.0,1.3332885438911624
131.0,3.321132935949283
132.0,3.0374762768302093
133.0,2.7755252601924782
134.0,2.7970554574319717
135.0,2.186246137181612
137.0,2.7050947937914978
138.0,3.4442677577954766
139.0,2.991728658504831
140.0,1.9044699503757627
141.0,2.408267785154577
142.0,2.189366327695962
143.0,2.484915632058736
144.0,3.9311752068112247
145.0,3.7472105665405975
146.0,2.906673174284158
147.0,1.834726018694349
148.0,1.922705696140211
149.0,3.4095367153911686
150.0,2.997158808288715
151.0,2.4180819229282644
152.0,3.2325189539115824
153.0,2.27960567334143
154.0,2.8968808142459954
155.0,3.1788835211855337
156.0,3.8405866043569867
157.0,2.3597597954411915
158.0,3.196901250290221
159.0,2.4361994948076138
163.0,3.0772790436692268
164.0,3.5979188575831356
165.0,2.972718300424419
166.0,3.684762693662018
167.0,3.315423281636523
168.0,3.978857011176264
169.0,2.455100493966346
170.0,3.8171218294819704
171.0,2.7165420715301307
172.0,3.039138351082502
173.0,3.110046545852176
174.0,2.3868260135026422
175.0,3.5346284870102953
176.0,2.05778347610028
177.0,3.552738284318469
178.0,2.6434245488825447
179.0,3.0459115100683674
180.0,2.5766691064653493
181.0,2.97008995976565
182.0,3.3201679470657357
185.0,2.437250846470013
187.0,3.1730099335040656
188.0,2.6861749026586814
189.0,3.1841432672915255
190.0,2.7546376763195033
191.0,0.6743803600873624
192.0,1.443357760262064
193.0,2.867620409649149
194.0,1.5146490816318763
196.0,2.9649361967223915
197.0,2.0759376687454845
198.0,2.053768023144674
199.0,2.336864826405053
200.0,3.6664347748633643
201.0,2.6488028373585104
202.0,1.940117890694818
203.0,3.529643545533356
204.0,3.017667629346734
205.0,2.021556321465568
206.0,2.548972584593799
207.0,3.0677023673434674
208.0,4.075905496626334
209.0,2.1598140321581325
210.0,3.435601995162272
211.0,2.8192770689171107
212.0,2.3978948165266685
213.0,2.667620910312489
214.0,2.7340572342194065
215.0,3.0416991489339726
216.0,1.5316705875535774
217.0,3.007046655244775
218.0,2.6734212068027645
220.0,1.4496412615156191
221.0,3.087944429805531
222.0,1.4348109568027525
223.0,2.227520955193662
224.0,2.762326465712686
225.0,2.8143221711149033
227.0,2.818231661255891
228.0,2.618020934597948
229.0,2.2244363304823067
230.0,2.913271249412394
231.0,3.224605918439755
232.0,3.5170451269246996
233.0,3.2504121672916857
234.0,2.53471860137397
235.0,3.2779449657500015
236.0,2.978013573605569
237.0,3.9692018867973493
238.0,3.0543959361875244
239.0,2.14907368760209
240.0,4.2096839463007285
241.0,1.7039564980215722
242.0,1.5985610665741254
243.0,2.7867872704235026
244.0,2.476344470460294
245.0,3.2134538486228954
246.0,2.7003641378062966
247.0,2.494506079127519
248.0,1.7600775122947172
249.0,2.019205891557266
250.0,1.0939999628124575
252.0,3.328298835336495
253.0,2.139978102112188
254.0,3.6809049397335416
255.0,2.5307267474221034
256.0,3.08418075331156
257.0,2.544286815106415
260.0,1.858165661593173
261.0,2.515803677286829
263.0,2.8417541568827267
264.0,2.3571950951379037
267.0,2.875163102474379
268.0,2.052523558924492
270.0,2.7127942507829013
271.0,2.1983076545812525
272.0,2.7735196224081218
273.0,1.2082359883418041
275.0,2.006845050950973
276.0,2.7577869381146267
277.0,3.6576703285327197
279.0,2.960320241923558
280.0,2.2097244026116347
281.0,2.7847164690178934
282.0,2.683414715099257
283.0,1.6103272033742053
284.0,2.4006426812896606
285.0,2.6840604477638914
286.0,1.7409587764773877
288.0,3.5187476468141767
289.0,2.818705075286811
290.0,3.232793752166064
291.0,1.5303210316796525
292.0,2.807480273263547
293.0,2.983693017038614
294.0,2.452384089787219
295.0,2.5219685005304826
297.0,3.0836553865298892
298.0,2.1256657980277622
299.0,2.310439672323669
300.0,2.172762910517211
301.0,2.3002790647923135
302.0,1.9571603710041616
303.0,1.8955480322607823
304.0,1.6102214779505086
305.0,2.6856670228681203
306.0,2.903667536153071
307.0,2.4936468991467966
308.0,2.882423177393484
309.0,2.114725218286965
310.0,2.568831195648061
311.0,3.0002359050850673
312.0,3.1119740327772396
313.0,2.0026723029760607
314.0,3.174867204167178
315.0,2.3635655487661844
317.0,2.138730513761638
318.0,1.798190952196968
319.0,2.6512916917989906
320.0,1.817548190762807
322.0,2.1616844934986106
323.0,1.6263246554383128
324.0,2.5001026243844438
325.0,2.31796079147707
326.0,2.0881317220358544
327.0,3.885587021858087
329.0,1.9424401211002724
330.0,1.6290876695802392
332.0,1.6835109131667172
333.0,3.2615247528239157
334.0,3.3591821487092073
335.0,2.0748212527390444
336.0,2.5838008169538775
337.0,2.2983393184169976
338.0,3.457066688947722
339.0,2.1807827483337974
340.0,2.1241359282905443
341.0,3.0583796421202916
342.0,2.7006320077858352
343.0,2.7545916670429174
344.0,3.216779274324402
345.0,1.8907483555156614
346.0,2.1891494168009205
347.0,3.329294354639049
348.0,3.0681969541440073
349.0,2.8359392622757547
350.0,3.1663121445619735
353.0,2.9104595731892973
354.0,3.210003913391278
355.0,2.355101405696498
356.0,3.0603026063010956
357.0,3.0023649418821785
358.0,3.1643973584325353
359.0,2.153418659781756
360.0,3.055093008022981
361.0,2.64584513250993
362.0,2.456394727781792
363.0,2.316078328586739
364.0,2.1427191993866335
365.0,2.467970474461973
366.0,2.1206427618727544
367.0,2.9217874469261744
368.0,3.0425290458259795
369.0,3.3460002569602665
370.0,1.341431312596571
371.0,1.3669535851469827
372.0,3.054780920772683
373.0,3.7246963574135004
374.0,3.867779815684705
375.0,2.2614940377815036
377.0,2.7041865820969337
378.0,3.5592381763422916
379.0,2.9966023995093107
380.0,3.1949945978962133
381.0,1.75550692497564
382.0,1.755065170577077
383.0,3.1087849633007947
384.0,2.4105516027745355
385.0,3.4872248266600794
386.0,3.2905903359289126
387.0,1.7506644212121212
388.0,2.9561435853592126
390.0,2.074491171645031
392.0,2.4064421052478537
393.0,2.4665818375323414
394.0,3.236873225847155
395.0,3.3989012428113465
396.0,2.5953226271685117
397.0,2.86097743620606
398.0,2.6777463688031844
399.0,2.8065168220573584
400.0,2.752879752241826
401.0,2.8162714672235465
402.0,1.8102863112445693
403.0,3.4477048518003195
404.0,2.9069249856554995
406.0,2.2441232358298766
407.0,3.0647232886453244
408.0,3.7437753471604722
409.0,2.748243245008215
410.0,1.4414718091266607
411.0,1.7714669351319015
412.0,2.7490939325192705
413.0,2.459940947654887
414.0,2.827635864736015
415.0,1.9465773518303975
419.0,3.4093481481825805
420.0,2.9065516815481685
421.0,1.7223838674666632
422.0,3.451621174447406
423.0,2.8376220830150967
424.0,1.985581227802607
425.0,3.1656416629468254
426.0,2.9492384663182447
427.0,2.9023266587922416
428.0,3.404357705068989
430.0,2.4972657375201726
431.0,1.5831236908862127
432.0,3.0992821016594974
433.0,1.9608061858525008
434.0,2.3569634806987723
435.0,2.851684473896757
436.0,3.0525661430639075
437.0,2.380884476098
438.0,2.3642897673086885
439.0,2.054579079787946
440.0,2.396318925073134
441.0,2.31791754651328
442.0,2.5729059831758003
443.0,1.8010476724099904
444.0,1.7301491416776518
445.0,1.8579713525202237
446.0,2.341069970565731
448.0,2.250720255967016
449.0,3.4187304605621067
450.0,3.323010433174402
451.0,2.752257813705555
453.0,3.59459922006042
454.0,3.537378323745494
455.0,1.1354862383950866
456.0,1.787415834622743
457.0,3.1521792270243423
458.0,2.7600496552348215
459.0,1.9731681516151252
460.0,1.8535686976958878
461.0,3.4935480217098944
462.0,2.498791788028688
463.0,3.1852975491413797
464.0,3.526541920278567
465.0,3.3352333173173507
466.0,3.4270883156435703
467.0,1.7833118660094822
468.0,3.1547134268175228
469.0,2.5165545477403195
470.0,1.7579227094491152
471.0,4.071290855073829
472.0,2.658817320750766
473.0,2.3381471909909846
474.0,2.264390082732522
475.0,2.8765361408292462
477.0,3.3019982056758934
478.0,3.7850335202320986
481.0,3.2526190372647013
482.0,2.7650101769027717
483.0,3.241336560828157
484.0,2.530909011674621
485.0,2.807273657620123
486.0,3.850726307007733
487.0,2.5095942887157943
488.0,3.281018538935405
489.0,1.435738900604417
